# Serializing assets/vocabularies/licences/latest/licences.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/licence
# title: Licence
# version: 20210929-0
# description: Licence
key,url,deprecated,valid_from,country_code,label_en,valid_until,label_it
CC_BYNCSA_3_0,http://publications.europa.eu/resource/authority/licence/CC_BYNCSA_3_0,false,2007-02-23,CC_BYNCSA_3_0,Creative Commons Attribution–NonCommercial–ShareAlike 3.0 Unported,,Creative Commons Attribuzione – Non commerciale – Condividi allo stesso modo 3.0 Unported
CC_BYNCSA_4_0,http://publications.europa.eu/resource/authority/licence/CC_BYNCSA_4_0,false,2013-11-26,CC_BYNCSA_4_0,Creative Commons Attribution–NonCommercial–ShareAlike 4.0 International,,Creative Commons Attribuzione – Non commerciale – Condividi allo stesso modo 4.0 Internazionale
CC_BYNC_1_0,http://publications.europa.eu/resource/authority/licence/CC_BYNC_1_0,true,2002-12-15,CC_BYNC_1_0,Creative Commons Attribution–NonCommercial 1.0 Generic,2004-05-24,Creative Commons Attribuzione – Non commerciale 1.0 Generico
CC_BYNC_2_0,http://publications.europa.eu/resource/authority/licence/CC_BYNC_2_0,false,2004-05-25,CC_BYNC_2_0,Creative Commons Attribution–NonCommercial 2.0 Generic,,Creative Commons Attribuzione – Non commerciale 2.0 Generico
CC_BYNC_2_5,http://publications.europa.eu/resource/authority/licence/CC_BYNC_2_5,false,2005-06-01,CC_BYNC_2_5,Creative Commons Attribution–NonCommercial 2.5 Generic,,Creative Commons Attribuzione – Non commerciale 2.5 Generico
CC_BYNC_3_0,http://publications.europa.eu/resource/authority/licence/CC_BYNC_3_0,false,2007-02-23,CC_BYNC_3_0,Creative Commons Attribution–NonCommercial 3.0 Unported,,Creative Commons Attribuzione – Non commerciale 3.0 Unported
CC_BYNC_4_0,http://publications.europa.eu/resource/authority/licence/CC_BYNC_4_0,false,2013-11-26,CC_BYNC_4_0,Creative Commons Attribution–NonCommercial 4.0 International,,Creative Commons Attribuzione – Non commerciale 4.0 Internazionale
CC_BYND,http://publications.europa.eu/resource/authority/licence/CC_BYND,true,2013-11-25,CC_BYND,Creative Commons Attribution–NoDerivatives 4.0 International,2013-11-26,Creative Commons Attribuzione – Non opere derivate 4.0 Internazionale
CC_BYND_1_0,http://publications.europa.eu/resource/authority/licence/CC_BYND_1_0,true,2002-12-15,CC_BYND_1_0,Creative Commons Attribution–NoDerivs 1.0 Generic,2004-05-24,Creative Commons Attribuzione – Non opere derivate 1.0 Generico
CC_BYND_2_0,http://publications.europa.eu/resource/authority/licence/CC_BYND_2_0,false,2004-05-25,CC_BYND_2_0,Creative Commons Attribution–NoDerivs 2.0 Generic,,Creative Commons Attribuzione – Non opere derivate 2.0 Generico
CC_BYND_2_5,http://publications.europa.eu/resource/authority/licence/CC_BYND_2_5,false,2005-06-01,CC_BYND_2_5,Creative Commons Attribution–NoDerivs 2.5 Generic,,Creative Commons Attribuzione – Non opere derivate 2.5 Generico
CC_BYND_3_0,http://publications.europa.eu/resource/authority/licence/CC_BYND_3_0,false,2007-02-23,CC_BYND_3_0,Creative Commons Attribution–NoDerivs 3.0 Unported,,Creative Commons Attribuzione – Non opere derivate 3.0 Unported
CC_BYND_4_0,http://publications.europa.eu/resource/authority/licence/CC_BYND_4_0,false,2013-11-26,CC_BYND_4_0,Creative Commons Attribution–NoDerivatives 4.0 International,,Creative Commons Attribuzione – Non opere derivate 4.0 Internazionale
CC_BYSA,http://publications.europa.eu/resource/authority/licence/CC_BYSA,true,2013-11-25,CC_BYSA,Creative Commons Attribution–ShareAlike 4.0 International,2013-11-26,Creative Commons Attribuzione – Condividi allo stesso modo 4.0 Internazionale
CC_BYSA_1_0,http://publications.europa.eu/resource/authority/licence/CC_BYSA_1_0,true,2002-12-15,CC_BYSA_1_0,Creative Commons Attribution–ShareAlike 1.0 Generic,2004-05-24,Creative Commons Attribuzione – Condividi allo stesso modo 1.0 Generico
CC_BYSA_2_0,http://publications.europa.eu/resource/authority/licence/CC_BYSA_2_0,false,2004-05-25,CC_BYSA_2_0,Creative Commons Attribution–ShareAlike 2.0 Generic,,Creative Commons Attribuzione – Condividi allo stesso modo 2.0 Generico
CC_BYSA_2_5,http://publications.europa.eu/resource/authority/licence/CC_BYSA_2_5,false,2005-06-01,CC_BYSA_2_5,Creative Commons Attribution–ShareAlike 2.5 Generic,,Creative Commons Attribuzione – Condividi allo stesso modo 2.5 Generico
CC_BYSA_3_0,http://publications.europa.eu/resource/authority/licence/CC_BYSA_3_0,false,2007-02-23,CC_BYSA_3_0,Creative Commons Attribution–ShareAlike 3.0 Unported,,Creative Commons Attribuzione – Condividi allo stesso modo 3.0 Unported
CC_BYSA_3_0_NL,http://publications.europa.eu/resource/authority/licence/CC_BYSA_3_0_NL,false,2007-02-23,CC_BYSA_3_0_NL,Naamsvermelding–GelijkDelen 3.0 Nederland,,Attribuzione – Condividi allo stesso modo 3.0 Olanda
CC_BYSA_4_0,http://publications.europa.eu/resource/authority/licence/CC_BYSA_4_0,false,2013-11-26,CC_BYSA_4_0,Creative Commons Attribution–ShareAlike 4.0 International,,Creative Commons Attribuzione – Condividi allo stesso modo 4.0 Internazionale
CC_BY_1_0,http://publications.europa.eu/resource/authority/licence/CC_BY_1_0,true,2002-12-15,CC_BY_1_0,Creative Commons Attribution 1.0 Generic,2004-05-24,Creative Commons Attribuzione 1.0 Generico
CC_BY_2_0,http://publications.europa.eu/resource/authority/licence/CC_BY_2_0,false,2004-05-25,CC_BY_2_0,Creative Commons Attribution 2.0 Generic,,Creative Commons Attribuzione 2.0 Generico
CC_BY_2_5,http://publications.europa.eu/resource/authority/licence/CC_BY_2_5,false,2005-06-01,CC_BY_2_5,Creative Commons Attribution 2.5 Generic,,Creative Commons Attribuzione 2.5 Generico
CC_BY_3_0,http://publications.europa.eu/resource/authority/licence/CC_BY_3_0,false,2007-02-23,CC_BY_3_0,Creative Commons Attribution 3.0 Unported,,Creative Commons Attribuzione 3.0 Unported
CC_BY_3_0_AT,http://publications.europa.eu/resource/authority/licence/CC_BY_3_0_AT,false,2007-02-23,CC_BY_3_0_AT,Attribution 3.0 Austria,,Attribuzione 3.0 Austria
CC_BY_3_0_NL,http://publications.europa.eu/resource/authority/licence/CC_BY_3_0_NL,false,2007-02-23,CC_BY_3_0_NL,Attribution 3.0 Netherlands,,Attribuzione 3.0 Olanda
CC_BY_4_0,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,false,2013-11-26,CC_BY_4_0,Creative Commons Attribution 4.0 International,,Creative Commons Attribuzione 4.0 Internazionale
CC_PDM_1_0,http://publications.europa.eu/resource/authority/licence/CC_PDM_1_0,false,2010-10-01,CC_PDM_1_0,Public Domain Mark 1.0,,Marchio di pubblico dominio 1.0
CDDL_1_0,http://publications.europa.eu/resource/authority/licence/CDDL_1_0,false,2004-01-24,CDDL_1_0,Common Development and Distribution License 1.0,,
CECILL_2_1,http://publications.europa.eu/resource/authority/licence/CECILL_2_1,false,2013-06-21,CECILL_2_1,"CEA CNRS Inria Free Software License Agreement, v2.1 (CECILL-2.1)",,
CLARIN_ACA_1_0,http://publications.europa.eu/resource/authority/licence/CLARIN_ACA_1_0,false,2014-12-12,CLARIN_ACA_1_0,Clarin Academic End-User Licence (ACA) 1.0,,
CNRI_PYTHON,http://publications.europa.eu/resource/authority/licence/CNRI_PYTHON,false,2001-03-06,CNRI_PYTHON,The CNRI portion of the multi-part Python License (CNRI-Python),,
COM_REUSE,http://publications.europa.eu/resource/authority/licence/COM_REUSE,false,2011-12-14,COM_REUSE,European Commission reuse notice,,
CPAL_1_0,http://publications.europa.eu/resource/authority/licence/CPAL_1_0,false,2007-07-26,CPAL_1_0,Common Public Attribution License Version 1.0 (CPAL-1.0),,
CPL_1_0,http://publications.europa.eu/resource/authority/licence/CPL_1_0,true,2001-05-01,CPL_1_0,"Common Public License, version 1.0 (CPL-1.0)",2005-06-27,
DLDE_BYNC_1_0,http://publications.europa.eu/resource/authority/licence/DLDE_BYNC_1_0,false,2012-01-01,DLDE_BYNC_1_0,Data licence Germany – attribution – non-commercial – Version 1.0,,
DLDE_BY_1_0,http://publications.europa.eu/resource/authority/licence/DLDE_BY_1_0,false,2013-01-31,DLDE_BY_1_0,Data licence Germany – attribution – Version 1.0,,
DLDE_BY_2_0,http://publications.europa.eu/resource/authority/licence/DLDE_BY_2_0,false,2014-07-01,DLDE_BY_2_0,Data licence Germany – attribution – Version 2.0,,
DLDE_ZERO_2_0,http://publications.europa.eu/resource/authority/licence/DLDE_ZERO_2_0,false,2014-07-01,DLDE_ZERO_2_0,Data licence Germany – Zero – Version 2.0,,
ECL_1_0,http://publications.europa.eu/resource/authority/licence/ECL_1_0,true,2005-03-15,ECL_1_0,Educational Community License version 1.0 (ECL-1.0),2007-04-14,
ECL_2_0,http://publications.europa.eu/resource/authority/licence/ECL_2_0,false,2007-04-15,ECL_2_0,Educational Community License version 2.0 (ECL-2.0),,
ECOS_2_0,http://publications.europa.eu/resource/authority/licence/ECOS_2_0,false,2002-05-15,ECOS_2_0,eCos License version 2.0,,
EFL_1_0,http://publications.europa.eu/resource/authority/licence/EFL_1_0,true,2002-07-01,EFL_1_0,"The Eiffel Forum License, version 1 (EFL-1.0)",2008-01-01,
EFL_2,http://publications.europa.eu/resource/authority/licence/EFL_2,false,2008-01-02,EFL_2,"Eiffel Forum License, version 2",,
ENTESSA,http://publications.europa.eu/resource/authority/licence/ENTESSA,false,2003-07-01,ENTESSA,Entessa Public License Version 1.0 (Entessa),,
EPL_1_0,http://publications.europa.eu/resource/authority/licence/EPL_1_0,true,2005-06-28,EPL_1_0,Eclipse Public License 1.0 (EPL-1.0),2017-08-23,
EPL_2_0,http://publications.europa.eu/resource/authority/licence/EPL_2_0,false,2017-08-24,EPL_2_0,Eclipse Public License version 2.0,,
EUPL_1_0,http://publications.europa.eu/resource/authority/licence/EUPL_1_0,false,2007-01-09,EUPL_1_0,European Union Public Licence v.1.0,,Licenza Pubblica dell'Unione europea v.1.0
EUPL_1_1,http://publications.europa.eu/resource/authority/licence/EUPL_1_1,false,2009-01-09,EUPL_1_1,European Union Public Licence v. 1.1,,Licenza Pubblica dell'Unione europea v. 1.1
EUPL_1_2,http://publications.europa.eu/resource/authority/licence/EUPL_1_2,false,2017-05-19,EUPL_1_2,European Union Public Licence v. 1.2,,Licenza Pubblica dell'Unione europea v 1.2
EU_DATAGRID,http://publications.europa.eu/resource/authority/licence/EU_DATAGRID,false,2001-06-30,EU_DATAGRID,EU DataGrid Software License (EUDatagrid),,
FAIR,http://publications.europa.eu/resource/authority/licence/FAIR,false,2004-01-31,FAIR,Fair License (Fair),,
FRAMEWORX_1_0,http://publications.europa.eu/resource/authority/licence/FRAMEWORX_1_0,false,2003-07-01,FRAMEWORX_1_0,Frameworx License 1.0 (Frameworx-1.0),,
GNU_FDL,http://publications.europa.eu/resource/authority/licence/GNU_FDL,true,2008-11-03,GNU_FDL,GNU Free Documentation License,2008-11-04,
GNU_FDL_1_1,http://publications.europa.eu/resource/authority/licence/GNU_FDL_1_1,true,2000-03-01,GNU_FDL_1_1,GNU Free Documentation License 1.1,2007-06-28,
GNU_FDL_1_2,http://publications.europa.eu/resource/authority/licence/GNU_FDL_1_2,true,2002-11-01,GNU_FDL_1_2,GNU Free Documentation License 1.2,2007-06-28,
GNU_FDL_1_3,http://publications.europa.eu/resource/authority/licence/GNU_FDL_1_3,false,2008-11-04,GNU_FDL_1_3,GNU Free Documentation License 1.3,,
GPL_2_0,http://publications.europa.eu/resource/authority/licence/GPL_2_0,false,1991-06-02,GPL_2_0,GNU General Public License version 2,,
GPL_3_0,http://publications.europa.eu/resource/authority/licence/GPL_3_0,false,2007-06-29,GPL_3_0,GNU General Public License version 3,,
HPND,http://publications.europa.eu/resource/authority/licence/HPND,true,2002-11-29,HPND,Historical Permission Notice and Disclaimer (HPND),2015-01-01,
HROD,http://publications.europa.eu/resource/authority/licence/HROD,false,2017-07-01,HROD,Open Licence – The Republic of Croatia,,
IODL_1_0,http://publications.europa.eu/resource/authority/licence/IODL_1_0,false,2010-10-01,IODL_1_0,Italian Open Data License v1.0,,
IODL_2_0,http://publications.europa.eu/resource/authority/licence/IODL_2_0,false,2012-03-02,IODL_2_0,Italian Open Data License v2.0,,
IPA,http://publications.europa.eu/resource/authority/licence/IPA,false,2014-09-30,IPA,IPA Font License (IPA),,
IPL_1_0,http://publications.europa.eu/resource/authority/licence/IPL_1_0,false,1999-08-31,IPL_1_0,IBM Public License Version 1.0 (IPL-1.0),,
ISA_OML,http://publications.europa.eu/resource/authority/licence/ISA_OML,false,2012-04-18,ISA_OML,ISA Open Metadata Licence 1.1,,
ISC,http://publications.europa.eu/resource/authority/licence/ISC,false,1995-06-30,ISC,ISC License (ISC),,
LGPL_2_1,http://publications.europa.eu/resource/authority/licence/LGPL_2_1,false,1999-02-15,LGPL_2_1,GNU Lesser General Public License version 2.1,,
LGPL_3_0,http://publications.europa.eu/resource/authority/licence/LGPL_3_0,false,2007-06-29,LGPL_3_0,GNU Lesser General Public License version 3,,
LILIQ_P_1_1,http://publications.europa.eu/resource/authority/licence/LILIQ_P_1_1,false,2016-01-31,LILIQ_P_1_1,Québec Free and Open-Source Licence – Permissive (LiLiQ-P) version 1.1,,
LILIQ_RPLUS_1_1,http://publications.europa.eu/resource/authority/licence/LILIQ_RPLUS_1_1,false,2016-01-31,LILIQ_RPLUS_1_1,Québec Free and Open-Source Licence – Strong Reciprocity (LiLiQ-R+) version 1.1,,
LILIQ_R_1_1,http://publications.europa.eu/resource/authority/licence/LILIQ_R_1_1,false,2016-01-31,LILIQ_R_1_1,Québec Free and Open-Source Licence – Reciprocity (LiLiQ-R) version 1.1,,
LPL_1_0,http://publications.europa.eu/resource/authority/licence/LPL_1_0,true,2003-01-01,LPL_1_0,"Lucent Public License, Plan 9, version 1.0 (LPL-1.0)",2003-06-30,
LPL_1_02,http://publications.europa.eu/resource/authority/licence/LPL_1_02,false,2003-07-01,LPL_1_02,Lucent Public License Version 1.02 (LPL-1.02),,
LPPL_1_3C,http://publications.europa.eu/resource/authority/licence/LPPL_1_3C,false,2008-05-04,LPPL_1_3C,LaTeX Project Public License v1.3c (LPPL-1.3c),,
MIROS,http://publications.europa.eu/resource/authority/licence/MIROS,false,2006-12-11,MIROS,MirOS License (MirOS),,
MIT,http://publications.europa.eu/resource/authority/licence/MIT,false,1988-08-14,MIT,The MIT License,,
MOTOSOTO,http://publications.europa.eu/resource/authority/licence/MOTOSOTO,false,1995-01-01,MOTOSOTO,Motosoto Open Source License – Version 0.9.1 (Motosoto),,
MPL_1_0,http://publications.europa.eu/resource/authority/licence/MPL_1_0,true,1998-01-01,MPL_1_0,"The Mozilla Public License (MPL), version 1.0 (MPL-1.0)",2012-01-02,
MPL_1_1,http://publications.europa.eu/resource/authority/licence/MPL_1_1,true,1999-01-01,MPL_1_1,"Mozilla Public License (MPL), version 1.1 (MPL-1.1)",2012-01-02,
MPL_2_0,http://publications.europa.eu/resource/authority/licence/MPL_2_0,false,2012-01-03,MPL_2_0,"Mozilla Public License (MPL), version 2.0 (MPL-2.0)",,
MS_PL,http://publications.europa.eu/resource/authority/licence/MS_PL,false,2007-10-12,MS_PL,Microsoft Public License (MS-PL),,
MS_RL,http://publications.europa.eu/resource/authority/licence/MS_RL,false,2007-08-10,MS_RL,Microsoft Reciprocal License (MS-RL),,
MULTICS,http://publications.europa.eu/resource/authority/licence/MULTICS,false,2006-07-01,MULTICS,Multics License (Multics),,
NASA_1_3,http://publications.europa.eu/resource/authority/licence/NASA_1_3,false,2012-01-01,NASA_1_3,NASA Open Source Agreement v1.3 (NASA-1.3),,
NAUMEN,http://publications.europa.eu/resource/authority/licence/NAUMEN,false,2001-12-01,NAUMEN,NAUMEN Public License (Naumen),,
NCSA,http://publications.europa.eu/resource/authority/licence/NCSA,false,2002-03-28,NCSA,The University of Illinois/NCSA Open Source License (NCSA),,
NGPL,http://publications.europa.eu/resource/authority/licence/NGPL,false,1989-07-31,NGPL,The Nethack General Public License (NGPL),,
NLOD_1_0,http://publications.europa.eu/resource/authority/licence/NLOD_1_0,false,2012-01-01,NLOD_1_0,Norwegian Licence for Open Government Data 1.0,,
NLOD_2_0,http://publications.europa.eu/resource/authority/licence/NLOD_2_0,false,2016-09-01,NLOD_2_0,Norwegian Licence for Open Government Data (NLOD) 2.0,,
NOKIA,http://publications.europa.eu/resource/authority/licence/NOKIA,false,2006-01-01,NOKIA,Nokia Open Source License Version 1.0a (NOKIA),,
NPOSL_3_0,http://publications.europa.eu/resource/authority/licence/NPOSL_3_0,false,2007-09-20,NPOSL_3_0,The Non-Profit Open Software License version 3.0 (NPOSL-3.0),,
NTP,http://publications.europa.eu/resource/authority/licence/NTP,false,2008-08-01,NTP,NTP License (NTP),,
OCLC_2_0,http://publications.europa.eu/resource/authority/licence/OCLC_2_0,false,2002-05-31,OCLC_2_0,The OCLC Research Public License 2.0 License (OCLC-2.0),,
ODC_BL,http://publications.europa.eu/resource/authority/licence/ODC_BL,false,2009-01-01,ODC_BL,Open Data Commons Open Database License v1.0,,
ODC_BY,http://publications.europa.eu/resource/authority/licence/ODC_BY,false,2010-10-24,ODC_BY,Open Data Commons Attribution License v1.0,,
ODC_PDDL,http://publications.europa.eu/resource/authority/licence/ODC_PDDL,false,2008-03-01,ODC_PDDL,Open Data Commons Public Domain Dedication and License 1.0,,
OFL_1_1,http://publications.europa.eu/resource/authority/licence/OFL_1_1,false,2007-02-26,OFL_1_1,SIL Open Font License (OFL-1.1),,
OGL_1_0,http://publications.europa.eu/resource/authority/licence/OGL_1_0,false,2010-09-01,OGL_1_0,Open Government Licence 1.0,,
OGL_2_0,http://publications.europa.eu/resource/authority/licence/OGL_2_0,false,2013-06-28,OGL_2_0,Open Government Licence 2.0,,
OGL_3_0,http://publications.europa.eu/resource/authority/licence/OGL_3_0,false,2014-10-31,OGL_3_0,Open Government Licence 3.0,,
OGL_NC,http://publications.europa.eu/resource/authority/licence/OGL_NC,false,2013-06-28,OGL_NC,Non-Commercial Government Licence,,
OGL_ROU_1_0,http://publications.europa.eu/resource/authority/licence/OGL_ROU_1_0,false,2010-09-01,OGL_ROU_1_0,Non-Commercial Government Licence 1.0,,
OGTSL,http://publications.europa.eu/resource/authority/licence/OGTSL,false,2007-04-01,OGTSL,The Open Group Test Suite License (OGTSL),,
OPL_2_1,http://publications.europa.eu/resource/authority/licence/OPL_2_1,false,2015-08-31,OPL_2_1,OSET Public License version 2.1,,
OP_DATPRO,http://publications.europa.eu/resource/authority/licence/OP_DATPRO,,,OP_DATPRO,Provisional data,,Dati provvisori
OSL_1_0,http://publications.europa.eu/resource/authority/licence/OSL_1_0,true,2002-08-31,OSL_1_0,"Open Software License, version 1.0 (OSL-1.0)",2005-11-30,
OSL_2_1,http://publications.europa.eu/resource/authority/licence/OSL_2_1,true,2003-10-31,OSL_2_1,"The Open Software License, version 2.1 (OSL-2.1)",2005-11-30,
OSL_3_0,http://publications.europa.eu/resource/authority/licence/OSL_3_0,false,2005-12-01,OSL_3_0,"Open Software License, version 3.0 (OSL-3.0)",,
PHP_3_0,http://publications.europa.eu/resource/authority/licence/PHP_3_0,false,2002-07-21,PHP_3_0,The PHP License 3.0 (PHP-3.0),,
POSTGRE_SQL,http://publications.europa.eu/resource/authority/licence/POSTGRE_SQL,false,1996-07-08,POSTGRE_SQL,The PostgreSQL Licence (PostgreSQL),,
PSEUL,http://publications.europa.eu/resource/authority/licence/PSEUL,false,2013-08-01,PSEUL,INSPIRE End User Licence,,
PYTHON_2_0,http://publications.europa.eu/resource/authority/licence/PYTHON_2_0,false,2000-09-01,PYTHON_2_0,Python License (Python-2.0),,
QPL_1_0,http://publications.europa.eu/resource/authority/licence/QPL_1_0,false,1999-03-04,QPL_1_0,The Q Public License Version (QPL-1.0),,
RPL_1_1,http://publications.europa.eu/resource/authority/licence/RPL_1_1,true,2002-11-01,RPL_1_1,"Reciprocal Public License, version 1.1",2007-07-14,
RPL_1_5,http://publications.europa.eu/resource/authority/licence/RPL_1_5,false,2007-07-15,RPL_1_5,Reciprocal Public License 1.5 (RPL-1.5),,
RPSL_1_0,http://publications.europa.eu/resource/authority/licence/RPSL_1_0,false,2002-10-28,RPSL_1_0,RealNetworks Public Source License Version 1.0 (RPSL-1.0),,
RSCPL,http://publications.europa.eu/resource/authority/licence/RSCPL,false,1995-12-01,RSCPL,The Ricoh Source Code Public License (RSCPL),,
SIMPL_2_0,http://publications.europa.eu/resource/authority/licence/SIMPL_2_0,false,2007-11-01,SIMPL_2_0,Simple Public License (SimPL-2.0),,
SLEEPYCAT,http://publications.europa.eu/resource/authority/licence/SLEEPYCAT,false,1990-01-01,SLEEPYCAT,The Sleepycat License (Sleepycat),,
SPL_1_0,http://publications.europa.eu/resource/authority/licence/SPL_1_0,false,1995-01-01,SPL_1_0,Sun Public License Version 1.0 (SPL-1.0),,
