# Serializing assets/vocabularies/currency/20210929-0/currency.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/currency
# title: Currency
# version: 20210929-0
# description: Currency
key,url,deprecated,valid_until,valid_from,country_code,label_en,label_it
UAK,http://publications.europa.eu/resource/authority/currency/UAK,true,1996-09-01,1992-01-10,UAK,Karbovanets,
UGS,http://publications.europa.eu/resource/authority/currency/UGS,true,1987-05-31,1966-01-01,UGS,Uganda shilling A/87,
UGX,http://publications.europa.eu/resource/authority/currency/UGX,false,,1987-06-01,UGX,Uganda shilling,Scellino ugandese
USD,http://publications.europa.eu/resource/authority/currency/USD,false,,1990-01-01,USD,US dollar,Dollaro USA
USN,http://publications.europa.eu/resource/authority/currency/USN,false,,1990-01-01,USN,US dollar,Dollaro USA
USS,http://publications.europa.eu/resource/authority/currency/USS,true,2014-03-01,1990-01-01,USS,US dollar,Dollaro USA
UYI,http://publications.europa.eu/resource/authority/currency/UYI,false,,2002-06-01,UYI,Uruguay Peso en Unidades Indexadas,Uruguay Peso en Unidades Indexadas
UYN,http://publications.europa.eu/resource/authority/currency/UYN,true,1993-03-01,1990-01-01,UYN,Uruguay old peso,
UYU,http://publications.europa.eu/resource/authority/currency/UYU,false,,1993-03-02,UYU,Uruguayan peso,Peso uruguaiano
UYW,http://publications.europa.eu/resource/authority/currency/UYW,false,,2002-06-01,UYW,Unidad Previsional,Unidad Previsional
UZS,http://publications.europa.eu/resource/authority/currency/UZS,false,,1994-07-01,UZS,Sum,Sum
VAL,http://publications.europa.eu/resource/authority/currency/VAL,true,1999-01-01,1952-07-25,VAL,Vatican lira,
VEB,http://publications.europa.eu/resource/authority/currency/VEB,true,2007-12-31,1990-01-01,VEB,Bolívar fuerte,
VEF,http://publications.europa.eu/resource/authority/currency/VEF,true,2018-08-20,2008-01-01,VEF,Bolívar,Bolivar
VES,http://publications.europa.eu/resource/authority/currency/VES,false,,2018-08-20,VES,Bolívar soberano,Bolivar sovrano
VNC,http://publications.europa.eu/resource/authority/currency/VNC,true,1978-12-31,1978-05-03,VNC,Old dong,
VND,http://publications.europa.eu/resource/authority/currency/VND,false,,1979-01-01,VND,Dong,Dong
VUV,http://publications.europa.eu/resource/authority/currency/VUV,false,,1990-01-01,VUV,Vatu,Vatu
WST,http://publications.europa.eu/resource/authority/currency/WST,false,,1990-01-01,WST,Tala,Tala
XAF,http://publications.europa.eu/resource/authority/currency/XAF,false,,1990-01-01,XAF,CFA franc (BEAC),Franco CFA (BEAC)
XAG,http://publications.europa.eu/resource/authority/currency/XAG,false,,1978-01-01,XAG,Silver,Argento
XAU,http://publications.europa.eu/resource/authority/currency/XAU,false,,1978-01-01,XAU,Gold,Oro
XBA,http://publications.europa.eu/resource/authority/currency/XBA,false,,1973-01-01,XBA,Bond Markets Unit European Composite Unit (EURCO),Unità composita europea (EURCO) (Unità per il mercato obbligazionario)
XBB,http://publications.europa.eu/resource/authority/currency/XBB,false,,1973-01-01,XBB,Bond Markets Unit European Monetary Unit (E.M.U.-6),Unità monetaria europea (E.M.U.-6) (Unità per il mercato obbligazionario)
XBC,http://publications.europa.eu/resource/authority/currency/XBC,false,,1973-01-01,XBC,Bond Markets Unit European Unit of Account 9 (E.U.A.-9),Unità di acconto europea 9 (E.U.A.-9) (Unità per il mercato obbligazionario)
XBD,http://publications.europa.eu/resource/authority/currency/XBD,false,,1999-01-01,XBD,Bond Markets Unit European Unit of Account 17 (E.U.A.-17),Unità di acconto europea 17 (E.U.A.-17) (Unità per il mercato obbligazionario)
XCD,http://publications.europa.eu/resource/authority/currency/XCD,false,,1965-01-01,XCD,East Caribbean dollar,Dollaro dei Caraibi orientali
XDR,http://publications.europa.eu/resource/authority/currency/XDR,false,,1974-07-01,XDR,SDR (Special Drawing Right),DSP (diritto speciale di prelievo)
XEU,http://publications.europa.eu/resource/authority/currency/XEU,true,1999-01-01,1979-03-13,XEU,European Currency Unit,Unità di conto europea
XOF,http://publications.europa.eu/resource/authority/currency/XOF,false,,1962-01-01,XOF,CFA Franc (BCEAO),Franco CFA (BCEAO)
XPD,http://publications.europa.eu/resource/authority/currency/XPD,false,,1978-01-01,XPD,Palladium,Palladio
XPF,http://publications.europa.eu/resource/authority/currency/XPF,false,,1990-01-01,XPF,CFP franc,Franco CFP
XPT,http://publications.europa.eu/resource/authority/currency/XPT,false,,1978-01-01,XPT,Platinum,Platino
XSU,http://publications.europa.eu/resource/authority/currency/XSU,false,,2010-01-01,XSU,Sucre,Sucre
XTS,http://publications.europa.eu/resource/authority/currency/XTS,false,,1987-01-01,XTS,Code reserved for testing purposes,Codice riservato ai test
XUA,http://publications.europa.eu/resource/authority/currency/XUA,false,,2011-04-07,XUA,ADB Unit of Account,Unità di conto della Banca africana di sviluppo
XXX,http://publications.europa.eu/resource/authority/currency/XXX,false,,1987-01-01,XXX,No currency,Nessuna valuta
YDD,http://publications.europa.eu/resource/authority/currency/YDD,true,1996-06-11,1990-01-01,YDD,South Yemeni dinar,
YER,http://publications.europa.eu/resource/authority/currency/YER,false,,1996-06-12,YER,Yemeni rial,Rial yemenita
YUD,http://publications.europa.eu/resource/authority/currency/YUD,true,1989-12-31,1966-01-01,YUD,Yugoslav dinar,
YUF,http://publications.europa.eu/resource/authority/currency/YUF,true,1965-12-31,1944-01-01,YUF,Yugoslav dinar,
YUG,http://publications.europa.eu/resource/authority/currency/YUG,true,1994-01-23,1994-01-01,YUG,Yugoslav dinar,
YUM,http://publications.europa.eu/resource/authority/currency/YUM,true,2003-07-02,1994-01-24,YUM,Yugoslav dinar,
YUN,http://publications.europa.eu/resource/authority/currency/YUN,true,1992-06-30,1990-01-01,YUN,Yugoslav dinar,
YUO,http://publications.europa.eu/resource/authority/currency/YUO,true,1993-12-31,1993-10-01,YUO,Yugoslav dinar,
YUR,http://publications.europa.eu/resource/authority/currency/YUR,true,1993-09-30,1992-07-01,YUR,Yugoslav dinar,
YUS,http://publications.europa.eu/resource/authority/currency/YUS,true,1943-12-31,1941-01-01,YUS,Yugoslav dinar,
ZAR,http://publications.europa.eu/resource/authority/currency/ZAR,false,,1990-01-01,ZAR,Rand,Rand
ZMK,http://publications.europa.eu/resource/authority/currency/ZMK,true,2012-12-31,1990-01-01,ZMK,Zambian kwacha,Kwacha zambiano
ZMW,http://publications.europa.eu/resource/authority/currency/ZMW,false,,2013-01-01,ZMW,Zambian kwacha,Kwacha zambiano
ZRN,http://publications.europa.eu/resource/authority/currency/ZRN,true,1997-12-31,1993-01-01,ZRN,Zaïrean new zaïre,
ZRZ,http://publications.europa.eu/resource/authority/currency/ZRZ,true,1992-12-31,1967-01-01,ZRZ,Zaïrean zaïre,
ZWC,http://publications.europa.eu/resource/authority/currency/ZWC,true,1980-04-17,1970-02-17,ZWC,Rhodesian dollar,
ZWD,http://publications.europa.eu/resource/authority/currency/ZWD,true,2006-07-31,1980-04-18,ZWD,Zimbabwe dollar A/06,
ZWL,http://publications.europa.eu/resource/authority/currency/ZWL,false,,2019-06-24,ZWL,Zimbabwe dollar,Dollaro dello Zimbabwe
ZWN,http://publications.europa.eu/resource/authority/currency/ZWN,true,2008-07-31,2006-08-01,ZWN,Zimbabwe dollar A/08,
ZWR,http://publications.europa.eu/resource/authority/currency/ZWR,true,2009-02-02,2008-08-01,ZWR,Zimbabwe dollar A/09,
